data_as_of,death_year,death_month,jurisdiction_occurrence,drug_involved,month_ending_date,drug_overdose_deaths,states
2025-01-05,2020,12,Region 8,Methamphetamine,2020-12-31,879.0,"Colorado, Montana, North Dakota, South Dakota, Utah, Wyoming"
2025-01-05,2021,1,Region 8,Methamphetamine,2021-01-31,927.0,"Colorado, Montana, North Dakota, South Dakota, Utah, Wyoming"
2025-01-05,2021,2,Region 8,Methamphetamine,2021-02-28,960.0,"Colorado, Montana, North Dakota, South Dakota, Utah, Wyoming"
2025-01-05,2021,3,Region 8,Methamphetamine,2021-03-31,987.0,"Colorado, Montana, North Dakota, South Dakota, Utah, Wyoming"
2025-01-05,2021,4,Region 8,Methamphetamine,2021-04-30,998.0,"Colorado, Montana, North Dakota, South Dakota, Utah, Wyoming"
2025-01-05,2021,5,Region 8,Methamphetamine,2021-05-31,1024.0,"Colorado, Montana, North Dakota, South Dakota, Utah, Wyoming"
2025-01-05,2021,6,Region 8,Methamphetamine,2021-06-30,1082.0,"Colorado, Montana, North Dakota, South Dakota, Utah, Wyoming"
2025-01-05,2021,7,Region 8,Methamphetamine,2021-07-31,1123.0,"Colorado, Montana, North Dakota, South Dakota, Utah, Wyoming"
2025-01-05,2021,8,Region 8,Methamphetamine,2021-08-31,1143.0,"Colorado, Montana, North Dakota, South Dakota, Utah, Wyoming"
2025-01-05,2021,9,Region 8,Methamphetamine,2021-09-30,1177.0,"Colorado, Montana, North Dakota, South Dakota, Utah, Wyoming"
2025-01-05,2021,10,Region 8,Methamphetamine,2021-10-31,1204.0,"Colorado, Montana, North Dakota, South Dakota, Utah, Wyoming"
2025-01-05,2021,11,Region 8,Methamphetamine,2021-11-30,1219.0,"Colorado, Montana, North Dakota, South Dakota, Utah, Wyoming"
2025-01-05,2021,12,Region 8,Methamphetamine,2021-12-31,1251.0,"Colorado, Montana, North Dakota, South Dakota, Utah, Wyoming"
2025-01-05,2022,1,Region 8,Methamphetamine,2022-01-31,1256.0,"Colorado, Montana, North Dakota, South Dakota, Utah, Wyoming"
2025-01-05,2022,2,Region 8,Methamphetamine,2022-02-28,1254.0,"Colorado, Montana, North Dakota, South Dakota, Utah, Wyoming"
2025-01-05,2022,3,Region 8,Methamphetamine,2022-03-31,1265.0,"Colorado, Montana, North Dakota, South Dakota, Utah, Wyoming"
2025-01-05,2022,4,Region 8,Methamphetamine,2022-04-30,1233.0,"Colorado, Montana, North Dakota, South Dakota, Utah, Wyoming"
2025-01-05,2022,5,Region 8,Methamphetamine,2022-05-31,1217.0,"Colorado, Montana, North Dakota, South Dakota, Utah, Wyoming"
2025-01-05,2022,6,Region 8,Methamphetamine,2022-06-30,1186.0,"Colorado, Montana, North Dakota, South Dakota, Utah, Wyoming"
2025-01-05,2022,7,Region 8,Methamphetamine,2022-07-31,1167.0,"Colorado, Montana, North Dakota, South Dakota, Utah, Wyoming"
2025-01-05,2022,8,Region 8,Methamphetamine,2022-08-31,1146.0,"Colorado, Montana, North Dakota, South Dakota, Utah, Wyoming"
2025-01-05,2022,9,Region 8,Methamphetamine,2022-09-30,1139.0,"Colorado, Montana, North Dakota, South Dakota, Utah, Wyoming"
2025-01-05,2022,10,Region 8,Methamphetamine,2022-10-31,1133.0,"Colorado, Montana, North Dakota, South Dakota, Utah, Wyoming"
2025-01-05,2022,11,Region 8,Methamphetamine,2022-11-30,1170.0,"Colorado, Montana, North Dakota, South Dakota, Utah, Wyoming"
2025-01-05,2022,12,Region 8,Methamphetamine,2022-12-31,1193.0,"Colorado, Montana, North Dakota, South Dakota, Utah, Wyoming"
2025-01-05,2023,1,Region 8,Methamphetamine,2023-01-31,1197.0,"Colorado, Montana, North Dakota, South Dakota, Utah, Wyoming"
2025-01-05,2023,2,Region 8,Methamphetamine,2023-02-28,1217.0,"Colorado, Montana, North Dakota, South Dakota, Utah, Wyoming"
2025-01-05,2023,3,Region 8,Methamphetamine,2023-03-31,1202.0,"Colorado, Montana, North Dakota, South Dakota, Utah, Wyoming"
2025-01-05,2023,4,Region 8,Methamphetamine,2023-04-30,1254.0,"Colorado, Montana, North Dakota, South Dakota, Utah, Wyoming"
2025-01-05,2023,5,Region 8,Methamphetamine,2023-05-31,1269.0,"Colorado, Montana, North Dakota, South Dakota, Utah, Wyoming"
2025-01-05,2023,6,Region 8,Methamphetamine,2023-06-30,1292.0,"Colorado, Montana, North Dakota, South Dakota, Utah, Wyoming"
2025-01-05,2023,7,Region 8,Methamphetamine,2023-07-31,1304.0,"Colorado, Montana, North Dakota, South Dakota, Utah, Wyoming"
2025-01-05,2023,8,Region 8,Methamphetamine,2023-08-31,1320.0,"Colorado, Montana, North Dakota, South Dakota, Utah, Wyoming"
2025-01-05,2023,9,Region 8,Methamphetamine,2023-09-30,1317.0,"Colorado, Montana, North Dakota, South Dakota, Utah, Wyoming"
2025-01-05,2023,10,Region 8,Methamphetamine,2023-10-31,1345.0,"Colorado, Montana, North Dakota, South Dakota, Utah, Wyoming"
2025-01-05,2023,11,Region 8,Methamphetamine,2023-11-30,1355.0,"Colorado, Montana, North Dakota, South Dakota, Utah, Wyoming"
2025-01-05,2023,12,Region 8,Methamphetamine,2023-12-31,1311.0,"Colorado, Montana, North Dakota, South Dakota, Utah, Wyoming"
2025-01-05,2024,1,Region 8,Methamphetamine,2024-01-31,1313.0,"Colorado, Montana, North Dakota, South Dakota, Utah, Wyoming"
2025-01-05,2024,2,Region 8,Methamphetamine,2024-02-29,1319.0,"Colorado, Montana, North Dakota, South Dakota, Utah, Wyoming"
2025-01-05,2024,3,Region 8,Methamphetamine,2024-03-31,1341.0,"Colorado, Montana, North Dakota, South Dakota, Utah, Wyoming"
2025-01-05,2024,4,Region 8,Methamphetamine,2024-04-30,1341.0,"Colorado, Montana, North Dakota, South Dakota, Utah, Wyoming"
2025-01-05,2024,5,Region 8,Methamphetamine,2024-05-31,1342.0,"Colorado, Montana, North Dakota, South Dakota, Utah, Wyoming"
2025-01-05,2024,6,Region 8,Methamphetamine,2024-06-30,1356.0,"Colorado, Montana, North Dakota, South Dakota, Utah, Wyoming"
2025-01-05,2019,1,Region 9,Methamphetamine,2019-01-31,3540.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2019,2,Region 9,Methamphetamine,2019-02-28,3601.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2019,3,Region 9,Methamphetamine,2019-03-31,3602.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2019,4,Region 9,Methamphetamine,2019-04-30,3649.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2019,5,Region 9,Methamphetamine,2019-05-31,3717.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2019,6,Region 9,Methamphetamine,2019-06-30,3796.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2019,7,Region 9,Methamphetamine,2019-07-31,3836.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2019,8,Region 9,Methamphetamine,2019-08-31,3874.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2019,9,Region 9,Methamphetamine,2019-09-30,3955.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2019,10,Region 9,Methamphetamine,2019-10-31,4026.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2019,11,Region 9,Methamphetamine,2019-11-30,4089.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2019,12,Region 9,Methamphetamine,2019-12-31,4098.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2020,1,Region 9,Methamphetamine,2020-01-31,4144.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2020,2,Region 9,Methamphetamine,2020-02-29,4214.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2020,3,Region 9,Methamphetamine,2020-03-31,4342.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2020,4,Region 9,Methamphetamine,2020-04-30,4464.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2020,5,Region 9,Methamphetamine,2020-05-31,4647.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2020,6,Region 9,Methamphetamine,2020-06-30,4846.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2020,7,Region 9,Methamphetamine,2020-07-31,5105.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2020,8,Region 9,Methamphetamine,2020-08-31,5476.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2020,9,Region 9,Methamphetamine,2020-09-30,5656.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2020,10,Region 9,Methamphetamine,2020-10-31,5850.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2020,11,Region 9,Methamphetamine,2020-11-30,6023.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2020,12,Region 9,Methamphetamine,2020-12-31,6261.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2021,1,Region 9,Methamphetamine,2021-01-31,6531.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2021,2,Region 9,Methamphetamine,2021-02-28,6703.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2021,3,Region 9,Methamphetamine,2021-03-31,6929.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2021,4,Region 9,Methamphetamine,2021-04-30,7104.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2021,5,Region 9,Methamphetamine,2021-05-31,7266.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2021,6,Region 9,Methamphetamine,2021-06-30,7419.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2021,7,Region 9,Methamphetamine,2021-07-31,7525.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2021,8,Region 9,Methamphetamine,2021-08-31,7532.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2021,9,Region 9,Methamphetamine,2021-09-30,7660.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2021,10,Region 9,Methamphetamine,2021-10-31,7786.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2021,11,Region 9,Methamphetamine,2021-11-30,7872.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2021,12,Region 9,Methamphetamine,2021-12-31,7925.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2022,1,Region 9,Methamphetamine,2022-01-31,7928.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2022,2,Region 9,Methamphetamine,2022-02-28,7966.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2022,3,Region 9,Methamphetamine,2022-03-31,7937.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2022,4,Region 9,Methamphetamine,2022-04-30,7940.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2022,5,Region 9,Methamphetamine,2022-05-31,7911.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2022,6,Region 9,Methamphetamine,2022-06-30,7926.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2022,7,Region 9,Methamphetamine,2022-07-31,8001.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2022,8,Region 9,Methamphetamine,2022-08-31,7978.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2022,9,Region 9,Methamphetamine,2022-09-30,8098.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2022,10,Region 9,Methamphetamine,2022-10-31,8082.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2022,11,Region 9,Methamphetamine,2022-11-30,8123.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2022,12,Region 9,Methamphetamine,2022-12-31,8209.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2023,1,Region 9,Methamphetamine,2023-01-31,8295.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2023,2,Region 9,Methamphetamine,2023-02-28,8369.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2023,3,Region 9,Methamphetamine,2023-03-31,8491.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2023,4,Region 9,Methamphetamine,2023-04-30,8606.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2023,5,Region 9,Methamphetamine,2023-05-31,8731.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2023,6,Region 9,Methamphetamine,2023-06-30,8668.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2023,7,Region 9,Methamphetamine,2023-07-31,8848.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2023,8,Region 9,Methamphetamine,2023-08-31,8924.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2023,9,Region 9,Methamphetamine,2023-09-30,8816.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2023,10,Region 9,Methamphetamine,2023-10-31,8826.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2023,11,Region 9,Methamphetamine,2023-11-30,8745.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2023,12,Region 9,Methamphetamine,2023-12-31,8671.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2024,1,Region 9,Methamphetamine,2024-01-31,8561.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2024,2,Region 9,Methamphetamine,2024-02-29,8539.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2024,3,Region 9,Methamphetamine,2024-03-31,8460.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2024,4,Region 9,Methamphetamine,2024-04-30,8306.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2024,5,Region 9,Methamphetamine,2024-05-31,8140.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2024,6,Region 9,Methamphetamine,2024-06-30,8169.0,"Arizona, California, Hawaii, Nevada"
2025-01-05,2019,1,Region 10,Methamphetamine,2019-01-31,844.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2019,2,Region 10,Methamphetamine,2019-02-28,873.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2019,3,Region 10,Methamphetamine,2019-03-31,885.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2019,4,Region 10,Methamphetamine,2019-04-30,887.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2019,5,Region 10,Methamphetamine,2019-05-31,877.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2019,6,Region 10,Methamphetamine,2019-06-30,909.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2019,7,Region 10,Methamphetamine,2019-07-31,925.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2019,8,Region 10,Methamphetamine,2019-08-31,933.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2019,9,Region 10,Methamphetamine,2019-09-30,960.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2019,10,Region 10,Methamphetamine,2019-10-31,988.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2019,11,Region 10,Methamphetamine,2019-11-30,986.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2019,12,Region 10,Methamphetamine,2019-12-31,978.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2020,1,Region 10,Methamphetamine,2020-01-31,974.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2020,2,Region 10,Methamphetamine,2020-02-29,974.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2020,3,Region 10,Methamphetamine,2020-03-31,991.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2020,4,Region 10,Methamphetamine,2020-04-30,1022.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2020,5,Region 10,Methamphetamine,2020-05-31,1080.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2020,6,Region 10,Methamphetamine,2020-06-30,1104.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2020,7,Region 10,Methamphetamine,2020-07-31,1112.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2020,8,Region 10,Methamphetamine,2020-08-31,1143.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2020,9,Region 10,Methamphetamine,2020-09-30,1153.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2020,10,Region 10,Methamphetamine,2020-10-31,1161.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2020,11,Region 10,Methamphetamine,2020-11-30,1190.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2020,12,Region 10,Methamphetamine,2020-12-31,1229.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2021,1,Region 10,Methamphetamine,2021-01-31,1291.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2021,2,Region 10,Methamphetamine,2021-02-28,1336.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2021,3,Region 10,Methamphetamine,2021-03-31,1400.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2021,4,Region 10,Methamphetamine,2021-04-30,1475.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2021,5,Region 10,Methamphetamine,2021-05-31,1543.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2021,6,Region 10,Methamphetamine,2021-06-30,1605.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2021,7,Region 10,Methamphetamine,2021-07-31,1686.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2021,8,Region 10,Methamphetamine,2021-08-31,1770.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2021,9,Region 10,Methamphetamine,2021-09-30,1836.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2021,10,Region 10,Methamphetamine,2021-10-31,1920.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2021,11,Region 10,Methamphetamine,2021-11-30,1984.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2021,12,Region 10,Methamphetamine,2021-12-31,2021.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2022,1,Region 10,Methamphetamine,2022-01-31,2040.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2022,2,Region 10,Methamphetamine,2022-02-28,2068.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2022,3,Region 10,Methamphetamine,2022-03-31,2077.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2022,4,Region 10,Methamphetamine,2022-04-30,2063.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2022,5,Region 10,Methamphetamine,2022-05-31,2055.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2022,6,Region 10,Methamphetamine,2022-06-30,2060.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2022,7,Region 10,Methamphetamine,2022-07-31,2089.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2022,8,Region 10,Methamphetamine,2022-08-31,2107.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2022,9,Region 10,Methamphetamine,2022-09-30,2115.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2022,10,Region 10,Methamphetamine,2022-10-31,2131.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2022,11,Region 10,Methamphetamine,2022-11-30,2210.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2022,12,Region 10,Methamphetamine,2022-12-31,2389.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2023,1,Region 10,Methamphetamine,2023-01-31,2497.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2023,2,Region 10,Methamphetamine,2023-02-28,2567.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2023,3,Region 10,Methamphetamine,2023-03-31,2702.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2023,4,Region 10,Methamphetamine,2023-04-30,2798.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2023,5,Region 10,Methamphetamine,2023-05-31,2891.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2023,6,Region 10,Methamphetamine,2023-06-30,2984.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2023,7,Region 10,Methamphetamine,2023-07-31,3080.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2023,8,Region 10,Methamphetamine,2023-08-31,3145.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2023,9,Region 10,Methamphetamine,2023-09-30,3255.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2023,10,Region 10,Methamphetamine,2023-10-31,3354.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2023,11,Region 10,Methamphetamine,2023-11-30,3410.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2023,12,Region 10,Methamphetamine,2023-12-31,3377.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2024,1,Region 10,Methamphetamine,2024-01-31,3419.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2024,2,Region 10,Methamphetamine,2024-02-29,3483.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2024,3,Region 10,Methamphetamine,2024-03-31,3481.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2024,4,Region 10,Methamphetamine,2024-04-30,3487.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2024,5,Region 10,Methamphetamine,2024-05-31,3456.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2024,6,Region 10,Methamphetamine,2024-06-30,3404.0,"Alaska, Idaho, Oregon, Washington"
2025-01-05,2019,1,Region 1,Cocaine,2019-01-31,1455.0,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont, New York"
2025-01-05,2019,2,Region 1,Cocaine,2019-02-28,1461.0,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont, New York"
2025-01-05,2019,3,Region 1,Cocaine,2019-03-31,1470.0,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont, New York"
2025-01-05,2019,4,Region 1,Cocaine,2019-04-30,1490.0,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont, New York"
2025-01-05,2019,5,Region 1,Cocaine,2019-05-31,1480.0,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont, New York"
2025-01-05,2019,6,Region 1,Cocaine,2019-06-30,1477.0,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont, New York"
2025-01-05,2019,7,Region 1,Cocaine,2019-07-31,1492.0,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont, New York"
2025-01-05,2019,8,Region 1,Cocaine,2019-08-31,1514.0,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont, New York"
2025-01-05,2019,9,Region 1,Cocaine,2019-09-30,1526.0,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont, New York"
2025-01-05,2019,10,Region 1,Cocaine,2019-10-31,1577.0,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont, New York"
2025-01-05,2019,11,Region 1,Cocaine,2019-11-30,1612.0,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont, New York"
2025-01-05,2019,12,Region 1,Cocaine,2019-12-31,1655.0,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont, New York"
2025-01-05,2020,1,Region 1,Cocaine,2020-01-31,1671.0,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont, New York"
2025-01-05,2020,2,Region 1,Cocaine,2020-02-29,1725.0,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont, New York"
2025-01-05,2020,3,Region 1,Cocaine,2020-03-31,1765.0,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont, New York"
2025-01-05,2020,4,Region 1,Cocaine,2020-04-30,1823.0,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont, New York"
2025-01-05,2020,5,Region 1,Cocaine,2020-05-31,1891.0,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont, New York"
2025-01-05,2020,6,Region 1,Cocaine,2020-06-30,1885.0,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont, New York"
2025-01-05,2020,7,Region 1,Cocaine,2020-07-31,1924.0,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont, New York"
2025-01-05,2020,8,Region 1,Cocaine,2020-08-31,1910.0,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont, New York"
2025-01-05,2020,9,Region 1,Cocaine,2020-09-30,1914.0,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont, New York"
2025-01-05,2020,10,Region 1,Cocaine,2020-10-31,1910.0,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont, New York"
2025-01-05,2020,11,Region 1,Cocaine,2020-11-30,1908.0,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont, New York"
2025-01-05,2020,12,Region 1,Cocaine,2020-12-31,1894.0,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont, New York"
2025-01-05,2021,1,Region 1,Cocaine,2021-01-31,1925.0,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont, New York"
2025-01-05,2021,2,Region 1,Cocaine,2021-02-28,1904.0,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont, New York"
2025-01-05,2021,3,Region 1,Cocaine,2021-03-31,1944.0,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont, New York"
2025-01-05,2021,4,Region 1,Cocaine,2021-04-30,1958.0,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont, New York"
2025-01-05,2021,5,Region 1,Cocaine,2021-05-31,1962.0,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont, New York"
2025-01-05,2021,6,Region 1,Cocaine,2021-06-30,2017.0,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont, New York"
2025-01-05,2021,7,Region 1,Cocaine,2021-07-31,2023.0,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont, New York"
2025-01-05,2021,8,Region 1,Cocaine,2021-08-31,2100.0,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont, New York"
2025-01-05,2021,9,Region 1,Cocaine,2021-09-30,2178.0,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont, New York"
2025-01-05,2021,10,Region 1,Cocaine,2021-10-31,2239.0,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont, New York"
2025-01-05,2021,11,Region 1,Cocaine,2021-11-30,2307.0,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont, New York"
2025-01-05,2021,12,Region 1,Cocaine,2021-12-31,2379.0,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont, New York"
2025-01-05,2022,1,Region 1,Cocaine,2022-01-31,2407.0,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont, New York"
2025-01-05,2022,2,Region 1,Cocaine,2022-02-28,2472.0,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont, New York"
2025-01-05,2022,3,Region 1,Cocaine,2022-03-31,2499.0,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont, New York"
2025-01-05,2022,4,Region 1,Cocaine,2022-04-30,2523.0,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont, New York"
2025-01-05,2022,5,Region 1,Cocaine,2022-05-31,2528.0,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont, New York"
2025-01-05,2022,6,Region 1,Cocaine,2022-06-30,2523.0,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont, New York"
2025-01-05,2022,7,Region 1,Cocaine,2022-07-31,2543.0,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont, New York"
2025-01-05,2022,8,Region 1,Cocaine,2022-08-31,2539.0,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont, New York"
